CID,DATE,CAR NAME,OWNERSHIP,OFFER,PRICE,TYPE,YEAR,MODE,HP,DISCOUNT,MILEAGE,FUEL,STATUS,DUPLICATE,IGNORE
663,19-03-2016 11:36,Volkswagen_Golf_Variant_1.6_BlueTDI_Panorama__ADC_ErgoActiv,private,offer,19900,Combi,2013,manual,110,30000,12,diesel,No,19-03-2016 00:00,0
664,03-04-2016 11:36,Mitsubishi_Lancer_Evo_8_GSR_LHD,private,offer,8900,limousine,2005,manual,392,150000,10,petrol,Yes,03-04-2016 00:00,0
665,31-03-2016 19:50,Audi_Q7_3.0_TDI__S_Line_quattro_tiptronic_7_Sitze,private,offer,21000,limousine,2008,automatic,239,150000,10,diesel,No,31-03-2016 00:00,0
666,11-03-2016 11:50,Citroën_Berlingo_Multispace_2.0_HDi,private,offer,1450,bus,2001,manual,90,150000,10,diesel,No,11-03-2016 00:00,0
667,27-03-2016 00:46,Opel_Zafira_1.9_CDTI_Edition,private,offer,5900,bus,2007,manual,150,125000,8,diesel,No,26-03-2016 00:00,0
668,01-04-2016 10:38,Volkswagen_Fox_1.4_TDI_Fresh___Klimaanlage___sehr_gepflegt,private,offer,3990,Small Car,2008,manual,69,125000,8,diesel,No,01-04-2016 00:00,0
669,01-04-2016 04:02,Seat_Leon_2.0_TDI_Stylance,private,offer,3700,limousine,2006,manual,140,150000,3,diesel,No,01-04-2016 00:00,0
670,28-03-2016 19:51,Opel_Astra_GTC_1.9_CDTI_TÜV_NOTVERKAUF,private,offer,3000,coupe,2005,manual,120,150000,9,diesel,No,28-03-2016 00:00,0
671,21-03-2016 13:55,Seat_Ibiza_1.9_TDI_Freeze_Klimaautomatik__Partikelfil,private,offer,2700,Small Car,2001,manual,90,20000,10,diesel,No,21-03-2016 00:00,0
672,31-03-2016 21:25,BMW_118d_DPF___M_Paket___Xenon___Scheckheftgepflegt,private,offer,8900,Other,2008,manual,143,150000,7,diesel,No,31-03-2016 00:00,0
673,29-03-2016 00:41,Fiat_Bravo_1.6TD_Multijet_16V__Unfallfrei__TÜV_bis_10/2017__DPF,private,offer,4700,limousine,2008,manual,105,150000,2,diesel,NA,28-03-2016 00:00,0
674,22-03-2016 22:36,Audi_A6_3.0_TDI_Quattro,private,offer,7000,limousine,2005,automatic,0,150000,8,diesel,No,22-03-2016 00:00,0
675,14-03-2016 20:52,Verkaufe_Astra_G_Automatik,private,offer,1850,limousine,2000,automatic,75,150000,9,petrol,NA,14-03-2016 00:00,0
676,13-03-2016 18:48,Opel_Signum_Irmscher_475nm,private,offer,5500,Combi,2005,manual,241,150000,5,diesel,No,13-03-2016 00:00,0
677,12-03-2016 16:48,Honda_CR_V_2.2i_CTDi_Executive,private,offer,6500,suv,2005,manual,140,150000,2,diesel,No,12-03-2016 00:00,0
678,25-03-2016 23:58,Bmw_320d_kombi,private,offer,3790,Combi,2004,manual,150,150000,10,diesel,No,25-03-2016 00:00,0
679,08-03-2016 22:49,Gepflegter_VW_Golf_4_1.6i_zu_verkaufen,private,offer,2900,limousine,2000,manual,105,70000,3,petrol,No,08-03-2016 00:00,0
680,05-03-2016 18:51,Audi_TT_Coupe_2.0_TFSI_S_line_sehr_gepflegt_2_Hand,private,offer,15690,coupe,2008,manual,200,150000,8,petrol,No,05-03-2016 00:00,0
681,10-03-2016 15:55,Fiat_Doblo_1.6_16V_Multijet_My_Doblo,private,offer,3900,bus,2013,manual,105,50000,7,diesel,Yes,10-03-2016 00:00,0
682,02-04-2016 13:54,Renault_Modus_1.6_16V_Cite_mit_Winterreifen_auf_Felgen!!,private,offer,2500,bus,2006,manual,88,125000,3,petrol,No,02-04-2016 00:00,0
683,18-03-2016 12:49,Ford_Mondeo_Kombi._Gruene_Plakette._Preis_ohne_Dach_und_Reifen,private,offer,2000,Combi,2004,manual,120,150000,5,diesel,No,13-03-2016 00:00,0
684,17-03-2016 20:45,Ford_Focus_C_MAX_1.6_Trend,private,offer,3000,bus,2004,manual,101,150000,12,petrol,No,17-03-2016 00:00,0
685,02-04-2016 11:57,Citroën_C2_1.1_X,private,offer,3000,Small Car,2004,manual,60,80000,7,petrol,No,02-04-2016 00:00,0
687,19-03-2016 12:59,Opel_Corsa_1.0_12V_Fresh,private,offer,1350,Small Car,2002,manual,58,150000,10,petrol,No,19-03-2016 00:00,0
688,20-03-2016 15:48,Peugeot_107_70_Filou__Luxuspaket__1._Hand__Klima__PDC,private,offer,5000,Small Car,2009,manual,68,80000,9,petrol,No,20-03-2016 00:00,0
689,21-03-2016 08:55,BMW_530D_E61_M_Paket,private,offer,9999,Combi,2005,automatic,218,5000,9,diesel,NA,21-03-2016 00:00,0
690,10-03-2016 16:36,VW_UP__White_UP_,private,offer,9300,Small Car,2013,manual,75,20000,1,petrol,No,10-03-2016 00:00,0
691,05-04-2016 00:57,Ford_Ka,private,offer,1100,Small Car,2004,manual,60,80000,4,petrol,No,04-04-2016 00:00,0
692,27-03-2016 14:41,+++_Sondermodell_Golf_IV_GENERATION_1.4_+++,private,offer,1299,limousine,2000,manual,75,150000,6,petrol,NA,27-03-2016 00:00,0
693,29-03-2016 15:49,Opel_Astra_1.4_Turbo_Edition,private,offer,8200,limousine,2010,manual,140,100000,9,petrol,No,29-03-2016 00:00,0
694,30-03-2016 20:47,Tausche_BMW,private,offer,9500,Combi,2007,automatic,197,150000,12,diesel,No,30-03-2016 00:00,0
695,15-03-2016 19:54,Renault_Megane_ENERGY_TCe_115_Start_&_Stop_Paris,private,offer,12000,limousine,2013,manual,116,30000,4,petrol,No,15-03-2016 00:00,0
696,20-03-2016 04:02,Hyundai_i40_5_Star_Gold_Edition,private,offer,15999,Combi,2013,manual,136,50000,8,diesel,NA,20-03-2016 00:00,0
697,12-03-2016 18:49,Seat_Ibiza_1.4_16V_Sport_Edition,private,offer,6999,Small Car,2008,manual,86,60000,3,petrol,No,12-03-2016 00:00,0
698,08-03-2016 23:56,Renault_Laguna_Grandtour_1.8_Expression,private,offer,1500,Combi,2003,manual,120,150000,10,lpg,No,08-03-2016 00:00,0
699,20-03-2016 21:56,Toyota_Auris_2.2_D_4D_D_CAT,private,offer,5200,limousine,2008,manual,177,150000,7,diesel,No,20-03-2016 00:00,0
700,17-03-2016 19:45,BMW_318i,private,offer,3000,limousine,2001,manual,118,150000,7,petrol,No,17-03-2016 00:00,0
701,22-03-2016 12:37,Toyota_Corolla_Verso_Sol_Kompaktvan_5__7__Sitzer,private,offer,9000,bus,2009,automatic,129,90000,3,petrol,No,22-03-2016 00:00,0
702,20-03-2016 09:37,Volkswagen_Golf_VI_Match_1_2_TSI,private,offer,12000,limousine,2012,manual,86,70000,3,petrol,No,20-03-2016 00:00,0
703,11-03-2016 23:51,BMW_320d_Automatik_VOLLAUSSTATTUNG,private,offer,13900,limousine,2008,automatic,177,150000,8,diesel,No,11-03-2016 00:00,0
704,10-03-2016 21:48,Opel_Corsa_1.2_16V_ecoFLEX_Edition_111_Jahre,private,offer,4400,Small Car,2010,manual,69,150000,2,petrol,No,10-03-2016 00:00,0
705,04-04-2016 23:48,Kia_Sportage_1.7_CRDi_2WD_Spirit,private,offer,20000,suv,2013,manual,116,60000,2,diesel,No,04-04-2016 00:00,0
706,21-03-2016 20:44,Mini_Cooper_Panoramadach_Sitzheizung_Klima,private,offer,8100,Small Car,2007,manual,120,100000,6,petrol,No,21-03-2016 00:00,0
707,03-04-2016 23:37,MG_ZR_160__ZKD_Kaputt_,private,offer,1500,NA,2016,manual,160,90000,10,petrol,Yes,03-04-2016 00:00,0
708,10-03-2016 08:54,BMW_118d_mit_Navi_und_mehr....,private,offer,6300,limousine,2006,manual,125,150000,6,diesel,NA,10-03-2016 00:00,0
709,19-03-2016 21:53,Audi_A4_1.6,private,offer,6600,limousine,2007,manual,102,150000,10,petrol,No,19-03-2016 00:00,0
710,31-03-2016 15:54,Volkswagen_Golf_Plus_2.0_TDI_DPF_CrossGolf_Klimatronik,private,offer,6990,suv,2007,manual,140,150000,4,diesel,No,31-03-2016 00:00,0
711,30-03-2016 09:50,VW_Golf_1.4_Edition,private,offer,1750,limousine,2001,manual,75,150000,8,petrol,No,30-03-2016 00:00,0
712,20-03-2016 00:56,Hyundai_getz,private,offer,1500,Small Car,2002,manual,82,5000,10,petrol,NA,20-03-2016 00:00,0
713,21-03-2016 15:52,Renault_Twingo_BJ_2003,private,offer,1250,NA,2016,manual,75,125000,12,petrol,No,21-03-2016 00:00,0
714,22-03-2016 17:39,Volkswagen_Golf_1.4_TSI,private,offer,10500,limousine,2011,manual,122,80000,1,petrol,No,22-03-2016 00:00,0
715,04-04-2016 07:55,Audi_A3_Sportback_S_line_Quattro_2.0_TDI_184_PS_+Garantie,private,offer,30000,Other,2013,automatic,184,50000,11,diesel,No,04-04-2016 00:00,0
716,20-03-2016 13:56,Audi_Q3_2.0_TFSI_quattro_S_tronic,private,offer,29800,limousine,2013,automatic,170,40000,8,petrol,No,20-03-2016 00:00,0
717,08-03-2016 16:38,Skoda_Octavia_Combi_2.0_TDI_Elegance,private,offer,7000,Combi,2007,manual,140,150000,9,diesel,No,08-03-2016 00:00,0
718,21-03-2016 12:56,Audi_A5_Cabrio_3.0_TDI_DPF_quattro_S_tronic,private,offer,20500,cabrio,2009,automatic,239,150000,4,diesel,No,21-03-2016 00:00,0
719,17-03-2016 23:56,Audi_A4_B6_Avant___BDG___S_Line_Plus___BiXenon___Teilleder,private,offer,4300,Combi,2003,manual,163,150000,0,diesel,No,17-03-2016 00:00,0
720,14-03-2016 13:39,Saab_9_3_TiD_2.2_SE_Anniversary,private,offer,2000,coupe,2001,manual,125,150000,8,diesel,No,14-03-2016 00:00,0
721,10-03-2016 20:39,Mercedes_Benz_A_200_CDI_Avantgarde_mit_So_und_Wi_Reifen_AHK,private,offer,5899,limousine,2004,automatic,140,100000,12,diesel,No,10-03-2016 00:00,0
722,12-03-2016 12:39,Corsa_C_1.2_mit_Klima_TÜV_bis_09/17___164718_Km,private,offer,2000,Small Car,2002,manual,75,150000,5,petrol,No,12-03-2016 00:00,0
723,23-03-2016 15:46,Opel_Meriva_1.6_16V_Easytronic_Cosmo,private,offer,1550,bus,2005,automatic,101,100000,8,petrol,No,23-03-2016 00:00,0
724,14-03-2016 13:45,Ford_Ka,private,offer,7359,Small Car,2015,manual,69,20000,6,petrol,No,14-03-2016 00:00,0
725,19-03-2016 05:36,Volkswagen_Polo_1.9_TDI_DPF_Comfortline,private,offer,3300,Small Car,2007,manual,101,150000,6,diesel,No,19-03-2016 00:00,0
726,16-03-2016 19:57,Mercedes_Benz_E_240_T_Kombi_Elegance,private,offer,1399,Combi,2000,automatic,170,150000,10,petrol,No,16-03-2016 00:00,0
727,28-03-2016 11:06,Nissan_Micra_1.2_DIG_S_Acenta_98_PS__72_kW_,private,offer,9900,Small Car,2014,manual,0,30000,9,petrol,No,28-03-2016 00:00,0
728,23-03-2016 12:51,MINI_Mini_One,private,offer,4490,Small Car,2005,manual,90,90000,5,petrol,No,23-03-2016 00:00,0
729,23-03-2016 05:36,Audi_A4_Cabriolet_3.0_quattro_Leder_Automatik_Xenon..,private,offer,10400,cabrio,2005,automatic,220,150000,9,petrol,No,23-03-2016 00:00,0
730,17-03-2016 21:51,BMW_BMW_3er___e46_Limousine___Stahlblau___Klima,private,offer,3600,limousine,2000,manual,105,150000,5,petrol,No,17-03-2016 00:00,0
731,26-03-2016 22:49,Kia_Ceed_1.4_CVVT_LX_1.Hand,private,offer,5999,limousine,2009,manual,109,60000,3,petrol,No,26-03-2016 00:00,0
732,01-04-2016 16:38,Skoda_Octavia_1.6_FSI_Ambiente,private,offer,5000,limousine,2006,manual,116,150000,6,petrol,No,01-04-2016 00:00,0
733,15-03-2016 15:37,Chevrolet_Captiva_2.4_4WD_7_Sitzer_mit_Gasanlage,private,offer,10990,suv,2009,manual,136,125000,11,lpg,No,15-03-2016 00:00,0
734,23-03-2016 17:47,Opel_Corsa_1.4_16V_ecoFLEX_Start_Stop,private,offer,10500,Small Car,2014,manual,101,20000,5,petrol,No,23-03-2016 00:00,0
735,15-03-2016 23:37,"BMW_520d_Touring_Sport_Aut._M_Sportpaket_19""_Zoll",private,offer,31000,Combi,2013,automatic,184,80000,3,diesel,No,15-03-2016 00:00,0
736,14-03-2016 14:54,MINI_One_mit_PDC_und_Klima_98_PS,private,offer,13200,limousine,2013,manual,98,30000,8,petrol,No,14-03-2016 00:00,0
737,16-03-2016 21:56,BMW_INDIVIDUAL_M_PAKET_II,private,offer,10500,cabrio,2005,automatic,231,150000,8,petrol,No,16-03-2016 00:00,0
738,26-03-2016 12:51,Volkswagen_T4_California_Coach_/_Standheizung,private,offer,14200,bus,2001,manual,102,150000,7,diesel,No,26-03-2016 00:00,0
739,04-04-2016 15:49,Audi_A4_Avant_2.0_TDI_e_DPF_Ambiente,private,offer,12500,Combi,2009,manual,136,150000,10,diesel,No,04-04-2016 00:00,0
740,19-03-2016 13:36,Ford_C_MAX_1.6_TDCi_Titanium__7_Sitzer_Topausstattung,private,offer,11890,bus,2011,manual,116,150000,4,diesel,No,19-03-2016 00:00,0
741,23-03-2016 15:51,Toyota_Hilux_SR5_147800_km_Jahr:_2010,private,offer,4700,limousine,2010,manual,88,150000,2,diesel,No,23-03-2016 00:00,0
742,02-04-2016 18:39,Opel_GTC_1.7_CDTI_DPF__119g__Innovation_110_!_VOLL_!,private,offer,7600,limousine,2009,manual,110,150000,4,diesel,No,02-04-2016 00:00,0
743,17-03-2016 19:39,Audi_A4_Avant_1.8_TFSI_Ambition,private,offer,16500,Combi,2010,manual,160,60000,8,petrol,No,17-03-2016 00:00,0
744,28-03-2016 19:26,VW_PASSAT_140PS_NAV?_V?EL_EXTRAS_VB,private,offer,11999,Combi,2011,manual,140,100000,6,diesel,No,28-03-2016 00:00,0
745,27-03-2016 15:43,BMW_630_i_Aut._Individual_Sportpaket_!!!!,private,offer,19500,coupe,2006,automatic,258,125000,5,petrol,No,27-03-2016 00:00,0
746,24-03-2016 22:54,Smart_Cabrio,private,offer,2100,NA,2016,automatic,0,150000,0,diesel,NA,24-03-2016 00:00,0
747,04-04-2016 10:49,Audi_A3_2.0_TDI_Sportback_Attraction,private,offer,5490,Combi,2007,manual,140,150000,3,diesel,No,04-04-2016 00:00,0
748,29-03-2016 19:50,Mercedes_Benz_ML_280_CDI_4Matic_7G_TRONIC,private,offer,17000,suv,2006,automatic,190,150000,9,diesel,No,29-03-2016 00:00,0
749,03-04-2016 12:44,Toyota_Corolla_Verso_2.0_D_4D_Linea_Sol,private,offer,1350,bus,2003,manual,90,150000,4,diesel,Yes,03-04-2016 00:00,0
750,14-03-2016 15:45,UNFALLSCHADEN_OPEL_ZAFIRA_1.6__BJ_12.2007__KM_136.000__HU_3.2017,private,offer,3400,bus,2007,manual,103,150000,12,petrol,Yes,14-03-2016 00:00,0
751,02-04-2016 16:53,Porsche_Boxster_S__Scheckheft__revidierter_Motor__gepfl.,private,offer,13986,cabrio,2001,manual,252,150000,7,petrol,No,02-04-2016 00:00,0
752,27-03-2016 12:52,Mercedes_Benz_C_220_T_CDI_Classic,private,offer,2450,Combi,2001,manual,143,150000,8,diesel,No,27-03-2016 00:00,0
753,09-03-2016 14:52,Opel_Vectra_2.2,private,offer,2600,limousine,2003,automatic,147,125000,11,petrol,No,09-03-2016 00:00,0
754,27-03-2016 19:50,Volkswagen_T5_Kombi,private,offer,11500,Combi,2012,manual,102,150000,10,diesel,Yes,27-03-2016 00:00,0
755,21-03-2016 16:38,Fiat_Grande_Punto_1.4_16V_6_Gang__Giugiaro,private,offer,2700,Small Car,2006,manual,95,150000,12,petrol,No,21-03-2016 00:00,0
756,15-03-2016 14:47,BMW_120d_Limusine,private,offer,6299,limousine,2007,manual,177,150000,1,diesel,NA,15-03-2016 00:00,0
757,28-03-2016 14:57,Seat_Ibiza_ST_Style_Kombi,private,offer,8100,Combi,2011,manual,105,80000,4,diesel,No,28-03-2016 00:00,0
758,01-04-2016 13:37,Mercedes_Benz_C_180_Kompressor_Sportcoupe,private,offer,3750,coupe,2003,manual,143,150000,6,petrol,Yes,01-04-2016 00:00,0
759,20-03-2016 20:36,Opel_Astra_GTC_1.4_Sport,private,offer,5600,limousine,2005,NA,110,100000,7,petrol,No,20-03-2016 00:00,0
760,19-03-2016 11:53,Suzuki_Baleno_Kombi_1.6_GLX_Spezial__Klimaanlage_,private,offer,1699,Combi,2002,manual,97,150000,7,petrol,No,19-03-2016 00:00,0
761,13-03-2016 22:38,4_Jahre_alter_Renault_Twingo_1.2_LEV_16V_75_Authentique,private,offer,3990,NA,2011,manual,75,90000,11,petrol,No,13-03-2016 00:00,0
762,31-03-2016 13:55,VW_Golf_6__2.0_l_Tdi__Garantie,private,offer,12900,limousine,2011,manual,12,80000,12,diesel,No,31-03-2016 00:00,0
763,15-03-2016 16:47,Seat_Ibiza_1.2_12V,private,offer,4690,Small Car,2008,manual,60,60000,4,petrol,No,15-03-2016 00:00,0
764,06-04-2016 21:25,VW_Golf_V_1.6_FSi,private,offer,4500,limousine,2004,manual,0,150000,9,petrol,No,06-04-2016 00:00,0
765,01-04-2016 20:47,Suzuki_Swift_1.3_Classic,private,offer,3250,Small Car,2006,manual,92,150000,5,petrol,No,01-04-2016 00:00,0
766,14-03-2016 09:48,Bmw_318Ci_Frische_Tuev_E46,private,offer,2399,limousine,2001,manual,143,150000,1,petrol,No,14-03-2016 00:00,0
767,29-03-2016 20:54,Ford_Streetka_1.6_8V_Elegance,private,offer,3300,cabrio,2003,manual,95,100000,7,petrol,No,29-03-2016 00:00,0
768,23-03-2016 10:38,BMW_316i,private,offer,3100,limousine,2001,manual,105,125000,3,petrol,No,23-03-2016 00:00,0
769,22-03-2016 18:52,Opel_Zafira_2.2_DTI,private,offer,3500,bus,2004,manual,125,150000,4,diesel,No,22-03-2016 00:00,0
770,03-04-2016 14:06,Top_vw_eos_mit_standheizung_und_vielen_extras,private,offer,9500,cabrio,2006,manual,116,40000,11,petrol,No,03-04-2016 00:00,0
771,12-03-2016 13:50,Audi_TT_Coupe_3.2_quattro,private,offer,11000,coupe,2004,automatic,250,150000,6,petrol,No,12-03-2016 00:00,0
772,23-03-2016 20:42,Volkswagen_Golf_GTD_2.0_TDI_DPF_DSG,private,offer,17300,limousine,2011,automatic,170,150000,3,diesel,No,23-03-2016 00:00,0
773,28-03-2016 15:45,Skoda_Fabia_1.2_HTP_Ambiente,private,offer,5800,Small Car,2009,manual,69,60000,11,petrol,No,28-03-2016 00:00,0
774,17-03-2016 13:58,BMW_320_D___Gruene_Plakette_TÜV_bis_2017___schaden_rechts_vorne,private,offer,1700,limousine,2001,automatic,136,150000,9,diesel,Yes,17-03-2016 00:00,0
775,28-03-2016 16:51,Audi_A4_2.0_Lim_TDI_e_DPF__Xenon_Sportfahrwerk_1_Hand,private,offer,15600,limousine,2011,manual,136,100000,6,diesel,No,28-03-2016 00:00,0
776,30-03-2016 23:41,VW_Golf_4____1_6L,private,offer,2400,limousine,2002,manual,105,150000,5,petrol,NA,30-03-2016 00:00,0
777,26-03-2016 18:43,Volkswagen_New_Beetle_Cabrio_United_1_6_Klima__Alu__Winter,private,offer,12500,cabrio,2009,manual,102,30000,3,petrol,No,26-03-2016 00:00,0
778,04-04-2016 13:51,Volkswagen_Golf_GTI_BlueMotion_Technology_DSG_Dynaudio_19Z,private,offer,27990,limousine,2015,automatic,220,10000,4,petrol,No,04-04-2016 00:00,0
779,14-03-2016 14:25,Volkswagen_Crafter_3.0tdi_mit_weniger_Kilometer!!!,private,offer,10000,bus,2009,manual,138,150000,12,diesel,No,14-03-2016 00:00,0
780,29-03-2016 17:58,Smart_Cabrio_softtouch_passion,private,offer,5300,cabrio,2009,automatic,71,80000,3,petrol,No,29-03-2016 00:00,0
781,25-03-2016 21:51,Opel_Corsa1_3_CDTI,private,offer,4400,Small Car,2008,manual,75,150000,6,diesel,No,25-03-2016 00:00,0
782,03-04-2016 23:51,Kia_Sorento_met.2_2CRDI_Spirit__Allrad_m._AHK__Top_Zustand_1.Hand,private,offer,17900,suv,2011,manual,197,70000,9,diesel,No,03-04-2016 00:00,0
783,15-03-2016 13:37,BMW_545i_Navigation_Leder_4_x_SHZ_PDC_Xenon,private,offer,9900,limousine,2005,automatic,333,150000,4,petrol,No,15-03-2016 00:00,0
784,17-03-2016 10:58,Opel_Vectra_voll_Leder_Austattung,private,offer,1850,limousine,2000,automatic,101,150000,3,petrol,NA,17-03-2016 00:00,0
785,14-03-2016 20:47,Opel_Zafira_2.0_Diesel,private,offer,1999,NA,2016,manual,101,150000,10,diesel,No,14-03-2016 00:00,0
786,24-03-2016 09:46,Gepflegter_Skoda_Roomster_Style_Edition,private,offer,5550,bus,2007,manual,105,150000,12,diesel,No,24-03-2016 00:00,0
787,14-03-2016 18:57,Smart_For_Two_Cabrio,private,offer,2750,cabrio,2002,manual,40,125000,7,diesel,NA,14-03-2016 00:00,0
788,20-03-2016 19:39,Suzuki_Jimny_Cabrio_Excalibur__erst_36600_km__Tuev_neu,private,offer,6100,suv,2003,manual,80,40000,3,petrol,No,20-03-2016 00:00,0
789,22-03-2016 14:46,BMW_318i_Touring,private,offer,14000,Combi,2009,manual,143,90000,8,petrol,No,22-03-2016 00:00,0
790,26-03-2016 13:57,Volkswagen_Golf_5,private,offer,3500,NA,2005,manual,101,100000,0,petrol,No,26-03-2016 00:00,0
791,07-03-2016 00:51,Citroen_C5_Baujahr_2003_mit_TÜV_/1._Hand/_wenig_KM,private,offer,2799,limousine,2004,manual,0,70000,7,petrol,No,07-03-2016 00:00,0
792,03-04-2016 16:51,Ford_Mondeo_1.8_Trend,private,offer,2350,limousine,2005,manual,131,150000,5,petrol,No,03-04-2016 00:00,0
793,05-04-2016 12:38,Audi_A4_1.6,private,offer,3500,limousine,2001,manual,102,150000,6,petrol,No,05-04-2016 00:00,0
794,20-03-2016 20:59,Ford_Mondeo_Turnier_2.2_TDCi_Titanium_S_VOLL!!!,private,offer,13499,Combi,2010,manual,175,100000,4,diesel,No,20-03-2016 00:00,0
795,27-03-2016 17:36,MINI_Mini_Cooper_S_Neu!,private,offer,27900,Small Car,2016,manual,192,5000,3,petrol,No,27-03-2016 00:00,0
796,19-03-2016 08:51,Sportcoupe_Mercedes_Verkauf_oder_Tausch,private,offer,3500,coupe,2002,manual,129,150000,2,petrol,No,19-03-2016 00:00,0
797,04-04-2016 16:45,Opel_Zafira_1.8_Innovation,private,offer,9900,bus,2009,manual,140,80000,6,petrol,No,04-04-2016 00:00,0
798,12-03-2016 16:37,Skoda_Octavia_RS,private,offer,11000,limousine,2006,manual,200,30000,9,petrol,No,12-03-2016 00:00,0
799,02-04-2016 10:44,Opel_Corsa_1.3_CDTI_DPF_MP3_MFL_Sport,private,offer,5190,Small Car,2008,manual,75,125000,1,diesel,No,02-04-2016 00:00,0
800,11-03-2016 09:39,VW_Transporter_T5_Weiss,private,offer,7500,Other,2007,manual,0,90000,12,diesel,No,11-03-2016 00:00,0
801,20-03-2016 15:36,Polo_6n_Tief_Breit_und_Laut,private,offer,1350,NA,2000,manual,60,150000,0,petrol,NA,20-03-2016 00:00,0
802,03-04-2016 11:40,Audi_A_6_4_B_Sline_Avant,private,offer,4100,Combi,2005,automatic,172,150000,4,diesel,No,03-04-2016 00:00,0
803,18-03-2016 11:47,Audi_A4_AVANT_2_5_TDI__2003,private,offer,2850,Combi,2003,manual,163,150000,5,diesel,NA,18-03-2016 00:00,0
804,06-04-2016 15:25,BMW_530d_M_PAKET_neu_TÜV,private,offer,4500,limousine,2002,automatic,193,150000,8,diesel,No,06-04-2016 00:00,0
805,24-03-2016 16:55,super__volvo__v40__kombi__volausstatung___tausch___auch,private,offer,2400,Combi,2001,automatic,165,150000,4,lpg,NA,24-03-2016 00:00,0
806,04-04-2016 21:42,Mercedes_Benz_C_200_CDI_Classic_DPF,private,offer,7800,limousine,2006,manual,122,150000,11,diesel,No,04-04-2016 00:00,0
807,28-03-2016 09:53,VW_Touran__1.Hand__Renterfzg__TOP_Zustand__nur_79500_km,private,offer,8500,bus,2006,manual,150,80000,4,petrol,NA,28-03-2016 00:00,0
808,22-03-2016 11:59,Mercedes_Benz_C_220_CDI,private,offer,4900,limousine,2002,automatic,143,150000,9,diesel,No,22-03-2016 00:00,0
809,07-03-2016 11:57,Verkaufe__meinen_Tiguan_mit_170_PS_und_4_Motion,private,offer,14800,suv,2009,manual,170,125000,4,NA,No,07-03-2016 00:00,0
810,04-04-2016 17:46,VW_Passat_Comfortline_/_nagelneuer_TÜV,private,offer,2650,limousine,2002,automatic,112,150000,2,petrol,No,04-04-2016 00:00,0
811,03-04-2016 10:37,Volkswagen_Polo_1.4_Trendline,private,offer,1899,Small Car,2003,manual,75,90000,9,petrol,Yes,03-04-2016 00:00,0
812,01-04-2016 19:58,Opel_Meriva_1.6_16V_Edition_Tuev_2_/_2018,private,offer,4250,bus,2005,manual,101,150000,4,petrol,No,01-04-2016 00:00,0
813,11-03-2016 23:52,Volkswagen_Sharan_1.8_5V_Turbo_Family,private,offer,2700,bus,2002,manual,150,150000,6,petrol,No,11-03-2016 00:00,0
814,04-04-2016 12:36,Volkswagen_Golf_1.9_TDI,private,offer,1750,limousine,2001,manual,90,150000,9,diesel,No,04-04-2016 00:00,0
815,14-03-2016 01:49,Audi_A6_2.4_multitronic_tausche_gegen_Golf_6_DSG,private,offer,10389,limousine,2005,automatic,177,60000,4,petrol,No,13-03-2016 00:00,0
816,06-03-2016 15:24,Opel_Corsa_GSI_1_8,private,offer,3900,Small Car,2004,manual,125,125000,9,petrol,NA,06-03-2016 00:00,0
817,03-04-2016 20:51,Volkswagen_Caravelle_Kurz__7.Si.__DPF,private,offer,17800,bus,2006,manual,131,80000,8,diesel,No,03-04-2016 00:00,0
818,01-04-2016 17:45,LUPO_GT_SPEZIAL_AUSSTATTUNG_MIT_MOTOROPTIMIERUNG,private,offer,2250,Small Car,2005,manual,100,150000,0,diesel,NA,01-04-2016 00:00,0
819,28-03-2016 18:51,Opel_Corsa_1.2_16V_Edition,private,offer,3990,Small Car,2006,manual,80,100000,9,petrol,No,28-03-2016 00:00,0
820,21-03-2016 09:54,Mercedes_Benz_GLK_220_CDI_DPF_4Matic_BlueEFFICIENCY_7G_TRONIC,private,offer,27999,suv,2011,automatic,170,40000,8,diesel,No,21-03-2016 00:00,0
821,04-04-2016 22:51,Renault_Clio_1.2.mit_Gasanlage__neuer_TÜV__03/18_,private,offer,2200,Small Car,2005,manual,75,150000,1,petrol,No,04-04-2016 00:00,0
822,30-03-2016 16:57,Mercedes_Benz_A_170_CDI_Classic,private,offer,2100,limousine,2001,manual,95,150000,3,diesel,No,30-03-2016 00:00,0
823,04-04-2016 16:36,Volkswagen_Scirocco_1.4_TSI_Team,private,offer,13200,coupe,2010,manual,160,80000,8,petrol,No,04-04-2016 00:00,0
824,03-04-2016 00:56,Fiat_Grande_Punto_1_4_8V_*Klima_Sitzheizung_TÜV_neu*,private,offer,3800,Small Car,2006,manual,77,80000,1,petrol,NA,03-04-2016 00:00,0
825,01-04-2016 00:58,Opel_Vectra_1.9_diesel_navi_xenon_standheizung,private,offer,4555,Combi,2006,manual,150,150000,12,diesel,No,01-04-2016 00:00,0
826,31-03-2016 17:38,Ford_Transit_Connect_T200s,private,offer,1950,bus,2004,manual,90,150000,2,diesel,NA,31-03-2016 00:00,0
827,01-04-2016 12:37,Mercedes_Benz_E_200_T_CDI_DPF_BlueEFFICIENCY_Avantgarde,private,offer,18900,Combi,2011,automatic,136,150000,9,diesel,No,01-04-2016 00:00,0
828,13-03-2016 16:38,BMW_318,private,offer,5800,cabrio,2006,manual,150,150000,4,petrol,Yes,13-03-2016 00:00,0
